RecordKey,IsrcValue,Datestamp
e85932bc-bf7e-4893-9173-896f1839052b,GBC9X1100872,2021-09-02 20:08:22.652984
5349f545-efe1-4947-83af-681d35ca1974,DENV61001152,2021-09-02 20:08:22.652984
f3dd44fd-d5d4-425d-8acd-553fa9ee27f4,USWB10100893,2021-09-02 20:08:22.652984
c547e404-8848-48bd-a8fb-12415ff63bd1,USWB10000741,2021-09-02 20:08:22.652984
c547e404-8848-48bd-a8fb-12415ff63bd1,USWB10201020,2021-09-02 20:08:22.652984
f3ab18ae-84d6-4bc9-b4fd-73c20620d056,NLV7F1701056,2021-09-02 20:08:22.652984
1773b537-49c1-40c2-bfba-03afb684e2b1,USWB10100889,2021-09-02 20:08:22.652984
c36dfeb2-af03-4ae9-823a-42a9bedbc15e,USGU19600022,2021-09-02 20:08:22.652984
8253a9ba-36ac-49c8-b2a6-e78bf70d3188,GBCBR0600165,2021-09-02 20:08:22.652984
0e2b7eba-b584-459c-9fa5-20a3ed0565d7,US7M71000121,2021-09-02 20:08:22.652984
1fe108db-4283-4551-952d-47d222aa7b1c,USWB10107695,2021-09-02 20:08:22.652984
406242ea-f8da-48ad-a27e-1cae2b26f4ff,NLV7F1701062,2021-09-02 20:08:22.652984
ae77063f-c23f-4679-8930-59b8e27be0af,NLV7F1701061,2021-09-02 20:08:22.652984
961bdc76-0f3f-4efe-b6e4-d4e49a5c9eab,QMVBU1100007,2021-09-02 20:08:22.652984
f6670d57-e3c7-4782-b746-eb9b0af50330,GBC9X1100864,2021-09-02 20:08:22.652984
516edb04-1c61-439e-a7a3-f9b13414eafc,QMVBU1100018,2021-09-02 20:08:22.652984
debad598-70d9-451a-8782-6418009ffd70,QMVBU1100019,2021-09-02 20:08:22.652984
829ab80f-659f-408b-92fd-ed2ded56512e,US7M71000095,2021-09-02 20:08:22.652984
7dede44e-5af0-4dde-8b8d-6ad6c0bf10b9,USWB10107679,2021-09-02 20:08:22.652984
b6903366-aa7f-46a4-a758-7ba5d2e18e90,USWB10000746,2021-09-02 20:08:22.652984
7bd779ac-6449-410a-80bb-1c4e5ada654b,USWB10100885,2021-09-02 20:08:22.652984
eb1e415b-e37e-4398-b0a5-8b54abdb0b2a,USSM19000010,2021-09-02 20:08:22.652984
c5a96554-34bb-409f-93b0-c8afcb612429,USGU19600018,2021-09-02 20:08:22.652984
7f354f03-f130-4a3e-a665-6f3557565880,GBCBR0300371,2021-09-02 20:08:22.652984
f49420b9-bb84-4dad-841c-df68a6bcc5e5,GBCBR0600167,2021-09-02 20:08:22.652984
65e5a6f4-22b3-4e34-84fd-f46bd4ed56c6,US7M71000107,2021-09-02 20:08:22.652984
b0487ae3-8a0b-434b-a9cf-1bc6c3b3e1a4,GBC9X1100857,2021-09-02 20:08:22.652984
bc269167-7f91-4be5-a59b-a96ea446a694,DENV61001157,2021-09-02 20:08:22.652984
2f7a5bfa-816c-4124-913f-6af566b82b57,DEH841800573,2021-09-02 20:08:22.652984
6adc5815-5357-4c9f-a8a8-36cbd365bbbd,US7M71000090,2021-09-02 20:08:22.652984
d2409f66-824c-48ed-beb3-9b356c3b38a4,GBCBR0300289,2021-09-02 20:08:22.652984
b18039d8-5b7f-40e5-a2b4-5864cbe3c450,USWB10000739,2021-09-02 20:08:22.652984
119b9fce-835a-4b96-852d-c352f078a3ca,USSM10024978,2021-09-02 20:08:22.652984
65caeb1e-b287-4e7d-8135-a385711ad5dc,DEH842000458,2021-09-02 20:08:22.652984
65caeb1e-b287-4e7d-8135-a385711ad5dc,SMRUS0065908,2021-09-02 20:08:22.652984
544d8232-b209-423a-b2c3-2f9c06a7fd99,USWB10107650,2021-09-02 20:08:22.652984
be37af86-98a9-4ab2-8368-4d008c158dca,NLV7F1701082,2021-09-02 20:08:22.652984
2b2461fd-f590-4573-bdd0-658487fa601e,USGU19600029,2021-09-02 20:08:22.652984
fde552eb-893a-4fb5-9cdb-1d2e24d750f6,USWB10100888,2021-09-02 20:08:22.652984
ffb55ac4-25c0-48a7-928a-307186e5d4a1,GBCBR0600170,2021-09-02 20:08:22.652984
436f66e7-2a26-49be-a3a8-bc7a39e1de7a,GBC9X1100862,2021-09-02 20:08:22.652984
5c77e138-53ce-49a9-bf1f-d7f587129d73,DEH841701256,2021-09-02 20:08:22.652984
2bf8a78a-f05a-4cd0-bf96-db090dbb20c9,US7M71000118,2021-09-02 20:08:22.652984
950a7a02-bb54-445c-be57-ccc80d83727b,USSM10303299,2021-09-02 20:08:22.652984
0596dabf-7114-4441-8783-02b4670a83fb,USWB10107680,2021-09-02 20:08:22.652984
52f0c925-6043-4662-b990-e1b65d00fc7c,GBCBR0300376,2021-09-02 20:08:22.652984
4c9e4542-f8ad-4b1d-bec9-c8de120a78d1,USSM19400528,2021-09-02 20:08:22.652984
4c9e4542-f8ad-4b1d-bec9-c8de120a78d1,USSM19500528,2021-09-02 20:08:22.652984
4c9e4542-f8ad-4b1d-bec9-c8de120a78d1,USSM20401128,2021-09-02 20:08:22.652984
0e040c8d-3970-4557-a7db-632cdf36c2ab,GBCBR0100479,2021-09-02 20:08:22.652984
0e040c8d-3970-4557-a7db-632cdf36c2ab,GBCBR0100487,2021-09-02 20:08:22.652984
708e5a20-4b0b-407f-8fbb-75841bc93947,GBCBR0000072,2021-09-02 20:08:22.652984
a23e9d00-c565-4e7a-849f-3aa89d97d912,GBCBR0300378,2021-09-02 20:08:22.652984
e96c95b3-5669-4868-bcb9-754b51efd1f2,USWB10107649,2021-09-02 20:08:22.652984
37e5bbfc-3a44-43e2-8d90-9f4ca4d47e92,US7PH0900001,2021-09-02 20:08:22.652984
22efd62d-b627-4694-b538-d5284495b168,US7PH0900002,2021-09-02 20:08:22.652984
6584b44a-eeac-4311-9cc3-686f2c163e7a,US7M71000089,2021-09-02 20:08:22.652984
6f4f619d-b463-402d-90d1-ee7122933dcb,US7M71000127,2021-09-02 20:08:22.652984
799c86ad-e693-43d5-8302-4bfc9d419526,DENV61001151,2021-09-02 20:08:22.652984
00468cd1-d538-4355-b25f-0d696d47ccc3,DEH841800571,2021-09-02 20:08:22.652984
24d19b91-8079-4bc6-9fb2-d2d091aa61fa,GBUM71706405,2021-09-02 20:08:22.652984
887d009e-aef8-4e15-8f0e-dae3a77eda90,USWB10107690,2021-09-02 20:08:22.652984
da1520ce-2f70-4a0b-8385-399015a14d39,USWB10107683,2021-09-02 20:08:22.652984
c8d50f92-ce2f-42b3-a4b8-917b0e5bcbc3,QMVBU1100005,2021-09-02 20:08:22.652984
c9153bf5-a591-486e-ae50-22c0e9d4aad7,USWB10107686,2021-09-02 20:08:22.652984
e5fc9790-aa83-47b6-ab30-005eb895e412,USMC18620548,2021-09-02 20:08:22.652984
c20997d0-7e39-420e-acf4-bace19c36102,USSM10024727,2021-09-02 20:08:22.652984
5b07f432-63c2-4d8d-8c48-b36d0124a39a,USMC18724007,2021-09-02 20:08:22.652984
4070b723-5192-4c42-931b-59ccc6f6e655,USSM19400527,2021-09-02 20:08:22.652984
4070b723-5192-4c42-931b-59ccc6f6e655,USSM19500527,2021-09-02 20:08:22.652984
4070b723-5192-4c42-931b-59ccc6f6e655,USSM20401129,2021-09-02 20:08:22.652984
d14bbf52-ffa0-4b56-aa52-eace1f874338,USGU19600020,2021-09-02 20:08:22.652984
ba726f75-082b-4932-a236-1eda8f11155c,GBCBR0600164,2021-09-02 20:08:22.652984
963f08d1-23fd-4d32-8c26-2f44aac443f8,GBCBR0300283,2021-09-02 20:08:22.652984
5ed2513a-e033-4a70-995d-9ce89839bce6,USSM19100029,2021-09-02 20:08:22.652984
cf05d560-6d90-4634-8b74-dfb5fad8e7bb,USSM10020671,2021-09-02 20:08:22.652984
ffa726b4-df77-4db8-97d9-4c469cd64d59,USWB10107671,2021-09-02 20:08:22.652984
eafbf39d-e5fc-4c31-b39d-a6a52e006054,GBCBR0300286,2021-09-02 20:08:22.652984
c71a0158-0a5e-42a8-aa51-83adc764f45f,NLV7F1701064,2021-09-02 20:08:22.652984
51424e75-edce-4887-9286-f219cf5ea4e5,USSM19100410,2021-09-02 20:08:22.652984
9adc0a34-9c6d-4f85-b611-35810971f175,USWB10107645,2021-09-02 20:08:22.652984
18dca1e1-7f61-42df-9fdd-c7209df84468,USWB10107696,2021-09-02 20:08:22.652984
17a48b3c-272a-440e-af2d-370dd84cf320,GBC9X1100865,2021-09-02 20:08:22.652984
1f52e863-4d5f-4354-a2c6-c9c93c39d0dc,GBCBR0300386,2021-09-02 20:08:22.652984
2d02ab08-cc57-43be-99b8-e2373ebf2250,DENV61001156,2021-09-02 20:08:22.652984
0d037816-b1ad-456f-9006-f2efd222178a,USWB10107697,2021-09-02 20:08:22.652984
d8cde9e1-7766-4456-92df-ec2d150f92e0,USWB10107673,2021-09-02 20:08:22.652984
fc5f2ab4-0d35-4f0b-8222-a4e397257d5b,USWB10107655,2021-09-02 20:08:22.652984
6f553807-de7c-4857-b388-5388edd5d97a,GBCBR0300375,2021-09-02 20:08:22.652984
213201f5-8838-4b3c-994f-b03dbbdf42ab,NLV7F1701060,2021-09-02 20:08:22.652984
7b372ba0-97e1-4606-b56c-7c320bd9a463,USUM70969030,2021-09-02 20:08:22.652984
f4f71198-a138-4da0-9d93-0e98c7f560ba,USSM19000011,2021-09-02 20:08:22.652984
42aa06d8-bbb3-4efe-bae9-877f9106a9ce,GBCBR0600160,2021-09-02 20:08:22.652984
4aefc8a6-d713-47bc-9860-09021e2aea0d,US7M71000129,2021-09-02 20:08:22.652984
68f7aa39-648c-443a-ad78-9d036a227aeb,GBC9X1100860,2021-09-02 20:08:22.652984
ae145918-2313-4ada-a9ab-c276fea9fdc8,DEH841700847,2021-09-02 20:08:22.652984
1ba7e9eb-bd59-4dbb-92f5-886756383306,DEH841800557,2021-09-02 20:08:22.652984
880ec462-433a-4fc2-a62b-a1a0738ddb3a,DEA621801573,2021-09-02 20:08:22.652984
800ee284-f868-44c9-8ea7-ab11320060e4,USMC18724009,2021-09-02 20:08:22.652984
c40c393b-4a5e-480f-8e0c-0687252e6685,USSM10020673,2021-09-02 20:08:22.652984
dd16b773-4142-43d5-a6c5-dd07cfe51b84,GBCBR0300285,2021-09-02 20:08:22.652984
956895f1-235d-4fc2-9782-38e6e7f6558e,USWB10107691,2021-09-02 20:08:22.652984
f4b7be4e-f9fb-4636-9078-c2d6459fb1c2,USWB10107644,2021-09-02 20:08:22.652984
c4bc7fbc-11a1-4830-907f-635c6dd35faf,NLV7F1701054,2021-09-02 20:08:22.652984
ae9d1644-281b-4529-a504-839ae6001baf,US7M71000117,2021-09-02 20:08:22.652984
432c8de0-6b16-408c-a117-29e1f00359b7,USSM18900775,2021-09-02 20:08:22.652984
aa5a36c2-2b27-49e5-868d-2d961fded8dc,USSM11300492,2021-09-02 20:08:22.652984
64c0769a-3855-4745-815e-dc73d3f05e68,USAT21202537,2021-09-02 20:08:22.652984
1617a631-3b56-4775-a637-e9bcf5dc67b4,NLV7F1701059,2021-09-02 20:08:22.652984
fe449a8d-9ad8-4402-8971-5494cea5aab6,USWB10100886,2021-09-02 20:08:22.652984
cf384647-d1e0-4b11-b6d9-d1d8ad0283ed,USUM70969035,2021-09-02 20:08:22.652984
d11f034f-1fa3-4775-b427-17f4496b2073,USSM19000012,2021-09-02 20:08:22.652984
0e6d63d5-128f-4dae-8e0b-d04e4b79f15b,USGU19600026,2021-09-02 20:08:22.652984
348f6af0-3fc3-4198-bc91-610981859299,GBCBR0300381,2021-09-02 20:08:22.652984
6d78902e-7df3-42b6-815e-eb9134da994f,US7M71000120,2021-09-02 20:08:22.652984
4b141254-da2a-441a-97e6-6d3a2e9a2c55,GBC9X1100866,2021-09-02 20:08:22.652984
622cfcc6-f669-49fb-b6ff-c5b4cba7921e,DEH841700850,2021-09-02 20:08:22.652984
87e00df0-4299-4c31-851c-ead7f3682c05,DEH841800568,2021-09-02 20:08:22.652984
f5a020c9-f6a9-436e-9098-e13d9758cff6,USAT20111042,2021-09-02 20:08:22.652984
f5a020c9-f6a9-436e-9098-e13d9758cff6,USAT28700020,2021-09-02 20:08:22.652984
f5a020c9-f6a9-436e-9098-e13d9758cff6,USWB10402229,2021-09-02 20:08:22.652984
6de92afd-0685-4586-aeac-d7db2426159d,DEH842000452,2021-09-02 20:08:22.652984
6de92afd-0685-4586-aeac-d7db2426159d,SMRUS0065902,2021-09-02 20:08:22.652984
d999fa6d-6a04-42ca-ab5d-ea35957a2174,USWB10107684,2021-09-02 20:08:22.652984
f7262626-9c9e-4b7d-abf6-ce4c3a2ec69a,DEH841800560,2021-09-02 20:08:22.652984
444560de-506d-4ca5-95f5-0241372ca3d0,DEH841700526,2021-09-02 20:08:22.652984
1e67ab34-ba46-4d6d-81ad-016c31eb5672,DEH841800569,2021-09-02 20:08:22.652984
0432668d-bc33-4bde-83c6-ccb0b69c683a,DEH841700529,2021-09-02 20:08:22.652984
ba084a45-a267-4631-b337-8bbada3c571f,USWB10107660,2021-09-02 20:08:22.652984
e8051921-a035-4561-907e-76c70413fb28,GBCBR0500204,2021-09-02 20:08:22.652984
e8051921-a035-4561-907e-76c70413fb28,US27Q0560782,2021-09-02 20:08:22.652984
119a2db9-0f81-4a42-b07b-d666d16aed4c,GBCBR0000070,2021-09-02 20:08:22.652984
01218cfb-d345-4428-82b8-90d9a16f112c,DEN961530501,2021-09-02 20:08:22.652984
f84b49c6-4976-4303-a6d1-8f818ad9c083,DEN961530504,2021-09-02 20:08:22.652984
92b33add-a522-47c4-ba98-5e968ebe7195,DEN961530516,2021-09-02 20:08:22.652984
7a3c7355-3bf2-41e3-ab48-d038388d954c,DEN961530507,2021-09-02 20:08:22.652984
38aedc77-ee07-429c-9328-9ee57d6c5528,DEN961530509,2021-09-02 20:08:22.652984
efe41387-bee9-455c-a188-f0b1e212d41d,DEN961530514,2021-09-02 20:08:22.652984
14349977-fbc6-4e0b-85e5-b4d6b6f93164,DEN961530502,2021-09-02 20:08:22.652984
8ba4610c-785d-4ef8-b06e-3e52c67a4b62,GBCBR0000074,2021-09-02 20:08:22.652984
ad9a9a84-73ce-4a4a-a35d-213d33fea176,USSM28900002,2021-09-02 20:08:22.652984
9a127e4c-c63b-41e0-911b-c66d8f5ce4ef,USSM19803018,2021-09-02 20:08:22.652984
9cf90c96-922a-4335-9d4a-a209dba34fe0,USSM18900004,2021-09-02 20:08:22.652984
9cf90c96-922a-4335-9d4a-a209dba34fe0,USSM18900468,2021-09-02 20:08:22.652984
9cf90c96-922a-4335-9d4a-a209dba34fe0,USSM19803018,2021-09-02 20:08:22.652984
c279247c-415a-4107-b640-dc46d6a718e4,USSM18900004,2021-09-02 20:08:22.652984
018262a7-6316-4d10-973e-17469d222279,USSM18900004,2021-09-02 20:08:22.652984
efbd6c4d-a01d-4d66-9ae0-4c6e89076080,USGU19600023,2021-09-02 20:08:22.652984
8c5dff69-9c85-4280-8821-6dca3ec26032,GBCBR0300379,2021-09-02 20:08:22.652984
42eea340-4268-42cd-a2ce-b454eeb4731c,GBCBR0600175,2021-09-02 20:08:22.652984
db8283ec-ee67-46ee-94de-b0682cf06a4d,US7M71000114,2021-09-02 20:08:22.652984
59dfcc78-d717-438b-9707-7b5f0b11c482,GBC9X1100870,2021-09-02 20:08:22.652984
a603b534-339c-4f7e-b012-23a300fa1f3b,DENV61001158,2021-09-02 20:08:22.652984
6590ede8-d5b0-41cb-af7d-d41b83f180bd,DEH841800564,2021-09-02 20:08:22.652984
3e6371a9-5dc1-46ed-9596-34dd33536532,USWB10107857,2021-09-02 20:08:22.652984
abcd06e2-9140-4544-8671-c407e742478a,GBCBR0500209,2021-09-02 20:08:22.652984
abcd06e2-9140-4544-8671-c407e742478a,US27Q0560787,2021-09-02 20:08:22.652984
fc0e6c59-f14f-4480-bf76-712e7a4aaf1d,USMC18724015,2021-09-02 20:08:22.652984
2b4ea092-6612-4072-878b-f1ccfc747f0a,DEH841700527,2021-09-02 20:08:22.652984
a4bd66ae-69a6-4239-aa1a-5caae2afb610,US7M71000083,2021-09-02 20:08:22.652984
4b2c51b9-0f76-46bb-b98d-ebae732318d9,DEH841701255,2021-09-02 20:08:22.652984
c341295e-d061-4f99-b9fd-bcecd8d03299,NLV7F1701055,2021-09-02 20:08:22.652984
609898b5-1df5-4290-8a2c-b20f7670d664,DEH841700525,2021-09-02 20:08:22.652984
0c2ec896-9138-46fb-b37a-a0f8237f748b,USWB10107676,2021-09-02 20:08:22.652984
cb0324b0-1716-410a-bbed-b0ccb5e3faf8,DENV61001154,2021-09-02 20:08:22.652984
8a05b445-bbc4-42a0-bb6f-3710c07e73d4,USWB10107685,2021-09-02 20:08:22.652984
2fcb6854-6ee0-43dc-9888-425b80053d3d,DEH842000450,2021-09-02 20:08:22.652984
2fcb6854-6ee0-43dc-9888-425b80053d3d,SMRUS0065900,2021-09-02 20:08:22.652984
2e2085ae-e448-4968-a156-89cac03e1bf0,USMC18724014,2021-09-02 20:08:22.652984
ccbb11ea-6cad-45d6-a121-e8d96672d281,GBCBR0500210,2021-09-02 20:08:22.652984
ccbb11ea-6cad-45d6-a121-e8d96672d281,US27Q0560788,2021-09-02 20:08:22.652984
d7ea669f-f852-4e98-9b13-c50557627709,US7M71000092,2021-09-02 20:08:22.652984
40f22548-8cbc-4800-aae0-c69641f9526a,US7M71000096,2021-09-02 20:08:22.652984
afc2c2b3-396a-497b-9be4-7b6d15958c9a,GBCBR0000073,2021-09-02 20:08:22.652984
18453ffb-bfe4-4f7d-9f2d-48275cf05af5,USWB10107657,2021-09-02 20:08:22.652984
4f8ce413-259b-4a94-817c-60986814667f,NLV7F1701066,2021-09-02 20:08:22.652984
1715c65c-1bc4-4e06-ad7f-72fd02bb9bab,USSM19000013,2021-09-02 20:08:22.652984
f752626d-c5fc-4747-afc8-ba898312bc1d,SEBKA0208130,2021-09-02 20:08:22.652984
ab90e954-0b8c-4af0-9439-eb8c021b11dc,USWB10100894,2021-09-02 20:08:22.652984
e092ee44-526f-48c0-a49e-52a2dbe4955c,USUM70969041,2021-09-02 20:08:22.652984
aae96c49-0e28-474c-9727-2c58be2d557f,USGU19600017,2021-09-02 20:08:22.652984
1c2fe18c-7863-4592-bd85-bd0c6a7dc04c,GBCBR0300384,2021-09-02 20:08:22.652984
0f8df849-84f4-4253-8240-f9c7dbcde79c,GBCBR0600174,2021-09-02 20:08:22.652984
f8eb31d5-deca-4ab4-ac64-4d0296be0675,US7M71000105,2021-09-02 20:08:22.652984
55609b3a-4372-40e4-9e44-5c79bdb9bae4,GBC9X1100873,2021-09-02 20:08:22.652984
23f90ad6-6a4d-4d62-ab9d-2ed33bf4a3ed,DEH841700851,2021-09-02 20:08:22.652984
6267ff86-0ccd-44d6-a245-0bfcd3b4339e,DEH841800574,2021-09-02 20:08:22.652984
aeca4ba0-d92a-4fc3-ac15-41391a16540e,US7M71000131,2021-09-02 20:08:22.652984
69c528ea-3181-4aba-85bf-2a348afa38b0,DENV61001159,2021-09-02 20:08:22.652984
80265c94-b1f7-4621-9de0-b985c3d192f5,USWB10107646,2021-09-02 20:08:22.652984
e497bdf9-a14c-48f3-bbdf-cfcbf03f47a7,USWB10107856,2021-09-02 20:08:22.652984
4ce88df5-9085-4256-89d9-bf0daf74ea67,GBCBR0100480,2021-09-02 20:08:22.652984
1d4d1649-38cf-48c9-bf1b-9bb6e31f2d1a,US7M71000094,2021-09-02 20:08:22.652984
dc9d222a-f655-476a-8ee5-45b44e191a21,DEH842000463,2021-09-02 20:08:22.652984
dc9d222a-f655-476a-8ee5-45b44e191a21,SMRUS0065913,2021-09-02 20:08:22.652984
639ac32f-0948-4a3a-84b0-e7fe35318272,USWB10100887,2021-09-02 20:08:22.652984
4cca0db2-0f43-4957-9b7b-f932d31458a8,USUM70969039,2021-09-02 20:08:22.652984
4adbbd4c-4fca-42dc-a36b-dd0d1fd609f3,USSM19303270,2021-09-02 20:08:22.652984
2b691e44-2490-4f6b-88f1-38973731b6ba,USMC18620549,2021-09-02 20:08:22.652984
9f117f6d-1a63-43c2-9590-51bdb776ffcc,DEH841900321,2021-09-02 20:08:22.652984
6ae3b7dd-9330-4c30-986b-70fe29e63dd9,DEH842000461,2021-09-02 20:08:22.652984
6ae3b7dd-9330-4c30-986b-70fe29e63dd9,SMRUS0065911,2021-09-02 20:08:22.652984
b2f34e33-2111-476f-8083-9d48f612ac7c,GBCBR0100484,2021-09-02 20:08:22.652984
1f70a15b-6f01-4dd2-bcb5-a048acd4009e,GBCBR0500212,2021-09-02 20:08:22.652984
1f70a15b-6f01-4dd2-bcb5-a048acd4009e,US27Q0507810,2021-09-02 20:08:22.652984
712a4cf3-6f17-4546-ae5f-c41b108736a0,USWB10107860,2021-09-02 20:08:22.652984
510450e5-3475-400d-aead-f075ebd4c3b9,USSM10024728,2021-09-02 20:08:22.652984
952c4618-8a0f-428b-9de8-5f134a42ec7c,DEH842000453,2021-09-02 20:08:22.652984
952c4618-8a0f-428b-9de8-5f134a42ec7c,SMRUS0065903,2021-09-02 20:08:22.652984
210e4658-9489-4337-b98a-2e60f094918a,USAT20111043,2021-09-02 20:08:22.652984
dac7e504-1197-47f4-a7b4-843ed6f8b747,QMVBU1100010,2021-09-02 20:08:22.652984
769b4aa7-28bc-482f-bdd4-12a9e424ab07,GBCBR0100478,2021-09-02 20:08:22.652984
769b4aa7-28bc-482f-bdd4-12a9e424ab07,GBCBR0100482,2021-09-02 20:08:22.652984
86cf0f07-22b1-4a8c-8770-decbe31eb995,USSM10024979,2021-09-02 20:08:22.652984
c9ad9164-ab36-4a1c-95af-797664291536,GBCBR0300284,2021-09-02 20:08:22.652984
c58ff686-38c0-4429-afd1-6d35727c73bf,GBCBR0500215,2021-09-02 20:08:22.652984
c58ff686-38c0-4429-afd1-6d35727c73bf,US27Q0507813,2021-09-02 20:08:22.652984
f1dfcd47-6a2d-46b6-a05c-0341e2989cbb,GBCBR0500211,2021-09-02 20:08:22.652984
f1dfcd47-6a2d-46b6-a05c-0341e2989cbb,US27Q0560789,2021-09-02 20:08:22.652984
f7304465-268f-4f50-9844-c09324026432,USMC18724010,2021-09-02 20:08:22.652984
c00452d6-90d7-40ab-9854-34eb8c8695a0,USAT20111044,2021-09-02 20:08:22.652984
4eb6fb93-9d3d-4c41-9507-aa3411c458c5,USSM19300064,2021-09-02 20:08:22.652984
6afdb9b9-139b-47d8-a36f-19f69644831d,GBCBR0500208,2021-09-02 20:08:22.652984
6afdb9b9-139b-47d8-a36f-19f69644831d,US27Q0560786,2021-09-02 20:08:22.652984
1ab6d9e2-36d5-455b-b0b3-622343d7181b,USWB10107677,2021-09-02 20:08:22.652984
72cd8a85-43a1-4c9f-a986-9e0c8ff3821d,GBCBR0000068,2021-09-02 20:08:22.652984
9d9a9914-43d9-4b9a-a459-4eb30a661d16,GBCBR0300380,2021-09-02 20:08:22.652984
367d8907-f87f-427d-8faf-0ca86e1cab84,USWB10107681,2021-09-02 20:08:22.652984
60bcedc8-aab8-406d-b825-899df960f08a,USMC18620543,2021-09-02 20:08:22.652984
44b592b7-9544-48fc-9278-8d64a59613c5,USUM70969038,2021-09-02 20:08:22.652984
c69d9080-03ce-42dc-938d-c02b1fa7baa8,USGU19600021,2021-09-02 20:08:22.652984
a9d5527f-d4de-4c63-b216-70c2b9b94735,USAT20111045,2021-09-02 20:08:22.652984
c671ab74-2676-4bfc-872a-bb1cc8fee159,US7M71000115,2021-09-02 20:08:22.652984
3e77d87a-f21f-44bf-9740-d28a35cdbac8,USUM70969037,2021-09-02 20:08:22.652984
704b7cae-c398-45da-be17-0310bb9c7c7d,DEN961530515,2021-09-02 20:08:22.652984
b93d4cd7-c02a-4d9a-9e4b-d08c9df70e10,USAT20111046,2021-09-02 20:08:22.652984
d7c15af2-eba3-4a92-b185-80665dcbc228,US7M71000122,2021-09-02 20:08:22.652984
c34f9ea1-a8e2-447e-a60d-0af3dd050ebe,GBC9X1100855,2021-09-02 20:08:22.652984
e668beba-497d-4a87-861a-2b853a8d5141,DEH841701254,2021-09-02 20:08:22.652984
3d678f0a-65e6-4f84-9068-6cb5b5b5f1e5,QMVBU1100006,2021-09-02 20:08:22.652984
5e1bdac4-5940-4e86-9eca-94f6c7957f27,DEN961530512,2021-09-02 20:08:22.652984
ae011dec-535b-4011-bf2d-a0fa25f20d1e,DEN961530508,2021-09-02 20:08:22.652984
f860aade-de56-49e0-8d5d-2726494a16fc,USMC18621404,2021-09-02 20:08:22.652984
dab53557-939f-4cba-94ce-000807e8e73a,DEN961530505,2021-09-02 20:08:22.652984
e8b0db17-7f49-4b69-b9c4-84b37b13dc61,QMVBU1100003,2021-09-02 20:08:22.652984
e656e1ab-4847-45e5-9e61-56fbc62c1433,US7M71000091,2021-09-02 20:08:22.652984
230bc1e4-4774-47a2-aca6-c7ed6bc65932,DEN961530517,2021-09-02 20:08:22.652984
656aeac5-e328-4ed3-9714-270b12084123,DEN961530518,2021-09-02 20:08:22.652984
a58c7111-e236-44b4-a628-015c5246ddbf,USWB10107643,2021-09-02 20:08:22.652984
b22da773-f395-4287-906f-dd251eb88839,GBCBR0500207,2021-09-02 20:08:22.652984
b22da773-f395-4287-906f-dd251eb88839,US27Q0560785,2021-09-02 20:08:22.652984
633e7609-81f6-4bcf-a16d-2f0eeb244105,GBCBR0100487,2021-09-02 20:08:22.652984
633e7609-81f6-4bcf-a16d-2f0eeb244105,GBCBR0100488,2021-09-02 20:08:22.652984
bee87e16-43c1-49d1-b65f-6a0e9b49ffec,GBCBR0300293,2021-09-02 20:08:22.652984
a16960a5-e4c1-4c71-a003-530d835208e8,DEH841700523,2021-09-02 20:08:22.652984
a1da4760-f931-4785-8bbc-f831fca716da,QMVBU1100014,2021-09-02 20:08:22.652984
a2310cb3-d27a-4c5e-a5c7-6127c69c21f1,DEN961530503,2021-09-02 20:08:22.652984
e8ad5be8-e895-4be6-965a-2c23bf584d2d,DEN961530511,2021-09-02 20:08:22.652984
12647013-7a53-4ff1-aed5-9eb2763bdb4d,DEN961530513,2021-09-02 20:08:22.652984
d0bdcac8-2e30-431f-8182-b83ec0e733b7,USUM70969032,2021-09-02 20:08:22.652984
70bd458f-c62d-4014-99e7-233c3c0b8f96,USMC18620550,2021-09-02 20:08:22.652984
eee36520-e400-48dd-b5d9-4b5983f5e6c8,DEH841800562,2021-09-02 20:08:22.652984
9d15482b-8d62-4a88-b11d-3e42ddd35ed1,GBCBR0300291,2021-09-02 20:08:22.652984
9ee966b3-4588-422d-8fd4-ed2fb1645baa,USSM10024980,2021-09-02 20:08:22.652984
dc108ade-92df-4ca9-924c-65bba8153e88,USMC18620547,2021-09-02 20:08:22.652984
c9fe6f1c-d7c5-4f3a-8b1c-a2183237cdd6,USMC18724011,2021-09-02 20:08:22.652984
139665f3-5444-43a8-b886-c8c4880504de,USSM18900430,2021-09-02 20:08:22.652984
139665f3-5444-43a8-b886-c8c4880504de,USSM18900469,2021-09-02 20:08:22.652984
11b69570-c04d-42bc-89a4-d3585b8c967e,USMC18621403,2021-09-02 20:08:22.652984
6cd518c5-f6f6-40b3-b375-d9ce15add380,GBCBR0100477,2021-09-02 20:08:22.652984
6cd518c5-f6f6-40b3-b375-d9ce15add380,GBCBR0100488,2021-09-02 20:08:22.652984
954c7d03-55a0-410d-ac3f-06939e6d38fb,USWB10107692,2021-09-02 20:08:22.652984
46c0162e-4f89-4918-acdf-8fd2dbb6614e,USWB10100884,2021-09-02 20:08:22.652984
5e36ed48-5c4f-49f1-9832-527cbb22e802,USUM70969043,2021-09-02 20:08:22.652984
5bc5509a-1d98-4722-a5cf-cb137ca75515,USSM19000529,2021-09-02 20:08:22.652984
41a91b09-d49f-4103-9853-ddbfaad9bf75,GBCBR0300383,2021-09-02 20:08:22.652984
