WorkKey,AttributeName,AttributeValue,datestamp
811f296f-184f-4e5b-a9f8-6b2935bb5eb0,GEMA ID,10794394,2021-09-02 15:32:19.486365
d669721e-0539-4fa1-98a5-24aaa7ae8acd,GEMA ID,384444-001,2021-09-02 15:32:19.486365
6fcc319a-4618-3c8f-88f6-d6e6bb32d5ba,JASRAC ID,0U3-2521-4,2021-09-02 15:32:19.486365
246d57d9-014b-3b72-8bc8-aeb25e9fca49,SUISA ID,000015 191 37,2021-09-02 15:32:19.486365
246d57d9-014b-3b72-8bc8-aeb25e9fca49,SPAC ID,5108409,2021-09-02 15:32:19.486365
246d57d9-014b-3b72-8bc8-aeb25e9fca49,SPA ID,4627,2021-09-02 15:32:19.486365
246d57d9-014b-3b72-8bc8-aeb25e9fca49,SOCAN ID,27197371,2021-09-02 15:32:19.486365
246d57d9-014b-3b72-8bc8-aeb25e9fca49,SOBODAYCOM ID,5108409,2021-09-02 15:32:19.486365
246d57d9-014b-3b72-8bc8-aeb25e9fca49,SIAE ID,77200192100,2021-09-02 15:32:19.486365
246d57d9-014b-3b72-8bc8-aeb25e9fca49,SGAE ID,40.706,2021-09-02 15:32:19.486365
246d57d9-014b-3b72-8bc8-aeb25e9fca49,SAYCO ID,6424169,2021-09-02 15:32:19.486365
246d57d9-014b-3b72-8bc8-aeb25e9fca49,SAYCE ID,1366482,2021-09-02 15:32:19.486365
246d57d9-014b-3b72-8bc8-aeb25e9fca49,SADAIC ID,218843,2021-09-02 15:32:19.486365
246d57d9-014b-3b72-8bc8-aeb25e9fca49,SACVEN ID,3269650,2021-09-02 15:32:19.486365
246d57d9-014b-3b72-8bc8-aeb25e9fca49,SACM ID,011135056,2021-09-02 15:32:19.486365
246d57d9-014b-3b72-8bc8-aeb25e9fca49,SACIM ID,5108409,2021-09-02 15:32:19.486365
246d57d9-014b-3b72-8bc8-aeb25e9fca49,SACEM ID,67 690 585 11,2021-09-02 15:32:19.486365
246d57d9-014b-3b72-8bc8-aeb25e9fca49,SABAM ID,000766900,2021-09-02 15:32:19.486365
246d57d9-014b-3b72-8bc8-aeb25e9fca49,PRS tune code,02041Q,2021-09-02 15:32:19.486365
246d57d9-014b-3b72-8bc8-aeb25e9fca49,NICAUTOR ID,5108409,2021-09-02 15:32:19.486365
246d57d9-014b-3b72-8bc8-aeb25e9fca49,LatinNet ID,671,2021-09-02 15:32:19.486365
246d57d9-014b-3b72-8bc8-aeb25e9fca49,JASRAC ID,0G0-9050-1,2021-09-02 15:32:19.486365
246d57d9-014b-3b72-8bc8-aeb25e9fca49,GEMA ID,634782-001,2021-09-02 15:32:19.486365
246d57d9-014b-3b72-8bc8-aeb25e9fca49,ECAD ID,3832,2021-09-02 15:32:19.486365
246d57d9-014b-3b72-8bc8-aeb25e9fca49,COMPASS ID,7714454,2021-09-02 15:32:19.486365
246d57d9-014b-3b72-8bc8-aeb25e9fca49,BUMA/STEMRA ID,W-000035075,2021-09-02 15:32:19.486365
246d57d9-014b-3b72-8bc8-aeb25e9fca49,ASCAP ID,370102424,2021-09-02 15:32:19.486365
246d57d9-014b-3b72-8bc8-aeb25e9fca49,APRA ID,GW01118636,2021-09-02 15:32:19.486365
246d57d9-014b-3b72-8bc8-aeb25e9fca49,APDAYC ID,8924078,2021-09-02 15:32:19.486365
246d57d9-014b-3b72-8bc8-aeb25e9fca49,APA ID,2166927,2021-09-02 15:32:19.486365
246d57d9-014b-3b72-8bc8-aeb25e9fca49,AKM ID,17137701,2021-09-02 15:32:19.486365
246d57d9-014b-3b72-8bc8-aeb25e9fca49,AGADU ID,6066802,2021-09-02 15:32:19.486365
246d57d9-014b-3b72-8bc8-aeb25e9fca49,AEI ID,5108409,2021-09-02 15:32:19.486365
246d57d9-014b-3b72-8bc8-aeb25e9fca49,ACDAM ID,1333696,2021-09-02 15:32:19.486365
246d57d9-014b-3b72-8bc8-aeb25e9fca49,ACAM ID,2166927,2021-09-02 15:32:19.486365
246d57d9-014b-3b72-8bc8-aeb25e9fca49,AACIMH ID,5108409,2021-09-02 15:32:19.486365
246d57d9-014b-3b72-8bc8-aeb25e9fca49,BMI ID,462704,2021-09-02 15:32:19.486365
9069d72a-6c01-3f23-b996-7f14a91d7df2,SUISA ID,000448 236 81,2021-09-02 15:32:19.486365
9069d72a-6c01-3f23-b996-7f14a91d7df2,SPA ID,10848,2021-09-02 15:32:19.486365
9069d72a-6c01-3f23-b996-7f14a91d7df2,SOCAN ID,10917416,2021-09-02 15:32:19.486365
9069d72a-6c01-3f23-b996-7f14a91d7df2,SIAE ID,77101332700,2021-09-02 15:32:19.486365
9069d72a-6c01-3f23-b996-7f14a91d7df2,SGAE ID,30.606,2021-09-02 15:32:19.486365
9069d72a-6c01-3f23-b996-7f14a91d7df2,SAYCO ID,930419,2021-09-02 15:32:19.486365
9069d72a-6c01-3f23-b996-7f14a91d7df2,SAYCE ID,930419,2021-09-02 15:32:19.486365
9069d72a-6c01-3f23-b996-7f14a91d7df2,SADAIC ID,191866,2021-09-02 15:32:19.486365
9069d72a-6c01-3f23-b996-7f14a91d7df2,SACVEN ID,2250942,2021-09-02 15:32:19.486365
9069d72a-6c01-3f23-b996-7f14a91d7df2,SACM ID,040436611,2021-09-02 15:32:19.486365
9069d72a-6c01-3f23-b996-7f14a91d7df2,SACEM ID,68 463 300 11,2021-09-02 15:32:19.486365
9069d72a-6c01-3f23-b996-7f14a91d7df2,SABAM ID,000190700,2021-09-02 15:32:19.486365
9069d72a-6c01-3f23-b996-7f14a91d7df2,PRS tune code,10278L,2021-09-02 15:32:19.486365
9069d72a-6c01-3f23-b996-7f14a91d7df2,JASRAC ID,0S0-6010-8,2021-09-02 15:32:19.486365
9069d72a-6c01-3f23-b996-7f14a91d7df2,GEMA ID,5470818-001,2021-09-02 15:32:19.486365
9069d72a-6c01-3f23-b996-7f14a91d7df2,ECAD ID,8541647,2021-09-02 15:32:19.486365
9069d72a-6c01-3f23-b996-7f14a91d7df2,COMPASS ID,7714476,2021-09-02 15:32:19.486365
9069d72a-6c01-3f23-b996-7f14a91d7df2,BUMA/STEMRA ID,W-000072287,2021-09-02 15:32:19.486365
9069d72a-6c01-3f23-b996-7f14a91d7df2,ASCAP ID,490095831,2021-09-02 15:32:19.486365
9069d72a-6c01-3f23-b996-7f14a91d7df2,APDAYC ID,4114470,2021-09-02 15:32:19.486365
9069d72a-6c01-3f23-b996-7f14a91d7df2,AKM ID,1381002,2021-09-02 15:32:19.486365
9069d72a-6c01-3f23-b996-7f14a91d7df2,AGADU ID,4625081,2021-09-02 15:32:19.486365
78973ad0-a8a4-41b6-a87d-410c87e73312,JASRAC ID,0K0-0438-1,2021-09-02 15:32:19.486365
58b02872-54a6-3b00-b50c-31422c32a302,SUISA ID,000025 252 37,2021-09-02 15:32:19.486365
58b02872-54a6-3b00-b50c-31422c32a302,SPA ID,6044,2021-09-02 15:32:19.486365
58b02872-54a6-3b00-b50c-31422c32a302,SOCAN ID,12258696,2021-09-02 15:32:19.486365
58b02872-54a6-3b00-b50c-31422c32a302,SGAE ID,2.072.434,2021-09-02 15:32:19.486365
58b02872-54a6-3b00-b50c-31422c32a302,SAYCO ID,1247641,2021-09-02 15:32:19.486365
58b02872-54a6-3b00-b50c-31422c32a302,SAYCE ID,1247641,2021-09-02 15:32:19.486365
58b02872-54a6-3b00-b50c-31422c32a302,SADAIC ID,241459,2021-09-02 15:32:19.486365
58b02872-54a6-3b00-b50c-31422c32a302,SACVEN ID,2314920,2021-09-02 15:32:19.486365
58b02872-54a6-3b00-b50c-31422c32a302,SACEM ID,60 658 870 11,2021-09-02 15:32:19.486365
58b02872-54a6-3b00-b50c-31422c32a302,SABAM ID,001369000,2021-09-02 15:32:19.486365
58b02872-54a6-3b00-b50c-31422c32a302,PRS tune code,03118Y,2021-09-02 15:32:19.486365
58b02872-54a6-3b00-b50c-31422c32a302,JASRAC ID,0K0-3110-8,2021-09-02 15:32:19.486365
58b02872-54a6-3b00-b50c-31422c32a302,GEMA ID,467554-001,2021-09-02 15:32:19.486365
58b02872-54a6-3b00-b50c-31422c32a302,ECAD ID,6285300,2021-09-02 15:32:19.486365
58b02872-54a6-3b00-b50c-31422c32a302,COMPASS ID,3232137,2021-09-02 15:32:19.486365
58b02872-54a6-3b00-b50c-31422c32a302,BUMA/STEMRA ID,W-000061806,2021-09-02 15:32:19.486365
58b02872-54a6-3b00-b50c-31422c32a302,APRA ID,GW00001747,2021-09-02 15:32:19.486365
58b02872-54a6-3b00-b50c-31422c32a302,APDAYC ID,2400648,2021-09-02 15:32:19.486365
58b02872-54a6-3b00-b50c-31422c32a302,APA ID,5769677,2021-09-02 15:32:19.486365
58b02872-54a6-3b00-b50c-31422c32a302,AKM ID,12375801,2021-09-02 15:32:19.486365
58b02872-54a6-3b00-b50c-31422c32a302,AGADU ID,5940635,2021-09-02 15:32:19.486365
58b02872-54a6-3b00-b50c-31422c32a302,ACDAM ID,299896,2021-09-02 15:32:19.486365
58b02872-54a6-3b00-b50c-31422c32a302,BMI ID,807021,2021-09-02 15:32:19.486365
eb4bf536-4663-4baa-aeb4-84ccd67b90f9,GEMA ID,8208897-001,2021-09-02 15:32:19.486365
48733ae7-c846-3edc-8b23-ed355c0f7e13,SUISA ID,000664 909 50,2021-09-02 15:32:19.486365
48733ae7-c846-3edc-8b23-ed355c0f7e13,SPA ID,218737,2021-09-02 15:32:19.486365
48733ae7-c846-3edc-8b23-ed355c0f7e13,SOCAN ID,10108478,2021-09-02 15:32:19.486365
48733ae7-c846-3edc-8b23-ed355c0f7e13,SIAE ID,59200164500,2021-09-02 15:32:19.486365
48733ae7-c846-3edc-8b23-ed355c0f7e13,SAYCO ID,3023472,2021-09-02 15:32:19.486365
48733ae7-c846-3edc-8b23-ed355c0f7e13,SAYCE ID,3023472,2021-09-02 15:32:19.486365
48733ae7-c846-3edc-8b23-ed355c0f7e13,SADAIC ID,809177,2021-09-02 15:32:19.486365
48733ae7-c846-3edc-8b23-ed355c0f7e13,SACM ID,060515015,2021-09-02 15:32:19.486365
48733ae7-c846-3edc-8b23-ed355c0f7e13,SACEM ID,61 440 855 11,2021-09-02 15:32:19.486365
48733ae7-c846-3edc-8b23-ed355c0f7e13,SABAM ID,031184000,2021-09-02 15:32:19.486365
48733ae7-c846-3edc-8b23-ed355c0f7e13,PRS tune code,03786R,2021-09-02 15:32:19.486365
48733ae7-c846-3edc-8b23-ed355c0f7e13,OSA ID,I000.17.76.86,2021-09-02 15:32:19.486365
48733ae7-c846-3edc-8b23-ed355c0f7e13,GEMA ID,714497-001,2021-09-02 15:32:19.486365
48733ae7-c846-3edc-8b23-ed355c0f7e13,ECAD ID,121116,2021-09-02 15:32:19.486365
48733ae7-c846-3edc-8b23-ed355c0f7e13,COMPASS ID,24219,2021-09-02 15:32:19.486365
48733ae7-c846-3edc-8b23-ed355c0f7e13,BUMA/STEMRA ID,W-000014505,2021-09-02 15:32:19.486365
48733ae7-c846-3edc-8b23-ed355c0f7e13,ASCAP ID,330028803,2021-09-02 15:32:19.486365
48733ae7-c846-3edc-8b23-ed355c0f7e13,APRA ID,GW00761517,2021-09-02 15:32:19.486365
48733ae7-c846-3edc-8b23-ed355c0f7e13,APDAYC ID,2184430,2021-09-02 15:32:19.486365
48733ae7-c846-3edc-8b23-ed355c0f7e13,APA ID,5521737,2021-09-02 15:32:19.486365
48733ae7-c846-3edc-8b23-ed355c0f7e13,AKM ID,16258101,2021-09-02 15:32:19.486365
48733ae7-c846-3edc-8b23-ed355c0f7e13,AGADU ID,4291770,2021-09-02 15:32:19.486365
724e2b2b-4555-4c3d-a2ae-130712840312,GEMA ID,12735172-001,2021-09-02 15:32:19.486365
724e2b2b-4555-4c3d-a2ae-130712840312,ASCAP ID,884833916,2021-09-02 15:32:19.486365
751fc88f-a57b-4f69-a1fc-c7f6f3dd7ba3,JASRAC ID,1C9-4637-4,2021-09-02 15:32:19.486365
751fc88f-a57b-4f69-a1fc-c7f6f3dd7ba3,BMI ID,12609958,2021-09-02 15:32:19.486365
751fc88f-a57b-4f69-a1fc-c7f6f3dd7ba3,SOCAN ID,72843228,2021-09-02 15:32:19.486365
751fc88f-a57b-4f69-a1fc-c7f6f3dd7ba3,ASCAP ID,882687404,2021-09-02 15:32:19.486365
b3729976-b29e-3303-b178-9edb71a2bc62,JASRAC ID,0H1-0095-1,2021-09-02 15:32:19.486365
b3729976-b29e-3303-b178-9edb71a2bc62,ASCAP ID,380202600,2021-09-02 15:32:19.486365
2bff2bbb-ebcd-45e1-8645-eac6e71ae078,GEMA ID,1771984,2021-09-02 15:32:19.486365
271cf142-b195-4b97-9902-7113da312869,BMI ID,680253,2021-09-02 15:32:19.486365
b85bbbc9-54f2-3aab-8b27-fb1d510c6e15,GEMA ID,868499-015,2021-09-02 15:32:19.486365
b85bbbc9-54f2-3aab-8b27-fb1d510c6e15,AKM ID,102080907,2021-09-02 15:32:19.486365
b85bbbc9-54f2-3aab-8b27-fb1d510c6e15,SOCAN ID,10437395,2021-09-02 15:32:19.486365
b85bbbc9-54f2-3aab-8b27-fb1d510c6e15,SADAIC ID,743113,2021-09-02 15:32:19.486365
b85bbbc9-54f2-3aab-8b27-fb1d510c6e15,PRS tune code,249371T,2021-09-02 15:32:19.486365
b85bbbc9-54f2-3aab-8b27-fb1d510c6e15,ASCAP ID,430440810,2021-09-02 15:32:19.486365
b85bbbc9-54f2-3aab-8b27-fb1d510c6e15,APDAYC ID,3829577,2021-09-02 15:32:19.486365
b85bbbc9-54f2-3aab-8b27-fb1d510c6e15,AGADU ID,4508293,2021-09-02 15:32:19.486365
b85bbbc9-54f2-3aab-8b27-fb1d510c6e15,SPA ID,9593656,2021-09-02 15:32:19.486365
d2b14435-eb09-400b-910e-2d4f9f0dfad2,BMI ID,595034,2021-09-02 15:32:19.486365
d2b14435-eb09-400b-910e-2d4f9f0dfad2,GEMA ID,2767638-001,2021-09-02 15:32:19.486365
ba2ca489-d6c1-3c37-b35b-fb5915c21e8c,SABAM ID,007825422,2021-09-02 15:32:19.486365
ecdb482e-c2b2-4460-97dd-cf5eb01f9595,JASRAC ID,0X6-5094-9,2021-09-02 15:32:19.486365
ecdb482e-c2b2-4460-97dd-cf5eb01f9595,SACEM ID,2328279111,2021-09-02 15:32:19.486365
1ac038c5-2901-409d-9bf2-1891b2fc9618,SPA ID,1623361,2021-09-02 15:32:19.486365
1ac038c5-2901-409d-9bf2-1891b2fc9618,SIAE ID,99231082200,2021-09-02 15:32:19.486365
1ac038c5-2901-409d-9bf2-1891b2fc9618,SGAE ID,4.059.950,2021-09-02 15:32:19.486365
1ac038c5-2901-409d-9bf2-1891b2fc9618,SAYCO ID,12141726,2021-09-02 15:32:19.486365
1ac038c5-2901-409d-9bf2-1891b2fc9618,SABAM ID,570997800,2021-09-02 15:32:19.486365
1ac038c5-2901-409d-9bf2-1891b2fc9618,BUMA/STEMRA ID,W-002128669,2021-09-02 15:32:19.486365
1ac038c5-2901-409d-9bf2-1891b2fc9618,APDAYC ID,9763661,2021-09-02 15:32:19.486365
0b04d8fa-7755-3071-9dd8-c01a9d5dfc5e,SPA ID,684324,2021-09-02 15:32:19.486365
0b04d8fa-7755-3071-9dd8-c01a9d5dfc5e,SADAIC ID,1305033,2021-09-02 15:32:19.486365
0b04d8fa-7755-3071-9dd8-c01a9d5dfc5e,SACEM ID,76 065 330 01,2021-09-02 15:32:19.486365
0b04d8fa-7755-3071-9dd8-c01a9d5dfc5e,SABAM ID,149700600,2021-09-02 15:32:19.486365
0b04d8fa-7755-3071-9dd8-c01a9d5dfc5e,ECAD ID,5775498,2021-09-02 15:32:19.486365
5b560048-5c5f-4e90-abd8-3eebc414d9bf,JASRAC ID,0J6-9561-4,2021-09-02 15:32:19.486365
5b560048-5c5f-4e90-abd8-3eebc414d9bf,APRA ID,GW20259239,2021-09-02 15:32:19.486365
5b560048-5c5f-4e90-abd8-3eebc414d9bf,ASCAP ID,440287905,2021-09-02 15:32:19.486365
5b560048-5c5f-4e90-abd8-3eebc414d9bf,GEMA ID,4618434-001,2021-09-02 15:32:19.486365
49cdfb88-8303-306b-94f0-693cf6537494,SUISA ID,000178 112 01,2021-09-02 15:32:19.486365
49cdfb88-8303-306b-94f0-693cf6537494,SOCAN ID,10665893,2021-09-02 15:32:19.486365
49cdfb88-8303-306b-94f0-693cf6537494,SIAE ID,77100466100,2021-09-02 15:32:19.486365
49cdfb88-8303-306b-94f0-693cf6537494,SGAE ID,42.858,2021-09-02 15:32:19.486365
49cdfb88-8303-306b-94f0-693cf6537494,SADAIC ID,286128,2021-09-02 15:32:19.486365
49cdfb88-8303-306b-94f0-693cf6537494,SACEM ID,68 312 128 11,2021-09-02 15:32:19.486365
49cdfb88-8303-306b-94f0-693cf6537494,SABAM ID,000995500,2021-09-02 15:32:19.486365
49cdfb88-8303-306b-94f0-693cf6537494,PRS tune code,2323DW,2021-09-02 15:32:19.486365
49cdfb88-8303-306b-94f0-693cf6537494,GEMA ID,525352-001,2021-09-02 15:32:19.486365
49cdfb88-8303-306b-94f0-693cf6537494,COMPASS ID,9911004,2021-09-02 15:32:19.486365
49cdfb88-8303-306b-94f0-693cf6537494,BUMA/STEMRA ID,W-000101628,2021-09-02 15:32:19.486365
49cdfb88-8303-306b-94f0-693cf6537494,APRA ID,GW01400994,2021-09-02 15:32:19.486365
49cdfb88-8303-306b-94f0-693cf6537494,APA ID,5451729,2021-09-02 15:32:19.486365
49cdfb88-8303-306b-94f0-693cf6537494,ASCAP ID,490293528,2021-09-02 15:32:19.486365
49cdfb88-8303-306b-94f0-693cf6537494,JASRAC ID,0S0-1442-4,2021-09-02 15:32:19.486365
49cdfb88-8303-306b-94f0-693cf6537494,BMI ID,1340082,2021-09-02 15:32:19.486365
2f70a9f7-41bd-4294-b00d-ef21c257c005,SPA ID,3657589,2021-09-02 15:32:19.486365
2f70a9f7-41bd-4294-b00d-ef21c257c005,SOCAN ID,203925334,2021-09-02 15:32:19.486365
2f70a9f7-41bd-4294-b00d-ef21c257c005,SGAE ID,6.894.061,2021-09-02 15:32:19.486365
2f70a9f7-41bd-4294-b00d-ef21c257c005,SACEM ID,96 364 705 11,2021-09-02 15:32:19.486365
2f70a9f7-41bd-4294-b00d-ef21c257c005,SABAM ID,370860700,2021-09-02 15:32:19.486365
2f70a9f7-41bd-4294-b00d-ef21c257c005,BUMA/STEMRA ID,W-001175390,2021-09-02 15:32:19.486365
5abdd3dc-1b11-4398-a205-d302db49a1f1,ASCAP ID,886790946,2021-09-02 15:32:19.486365
f3091e5e-6206-4957-ba15-f2f67801dd96,BMI ID,20624147,2021-09-02 15:32:19.486365
b8aeb29b-6c42-38da-a179-12e1fdb97ad3,BMI ID,608621,2021-09-02 15:32:19.486365
b8aeb29b-6c42-38da-a179-12e1fdb97ad3,ASCAP ID,885744863,2021-09-02 15:32:19.486365
b8aeb29b-6c42-38da-a179-12e1fdb97ad3,ACDAM ID,301221,2021-09-02 15:32:19.486365
b8aeb29b-6c42-38da-a179-12e1fdb97ad3,AGADU ID,4770084,2021-09-02 15:32:19.486365
b8aeb29b-6c42-38da-a179-12e1fdb97ad3,APA ID,1339705,2021-09-02 15:32:19.486365
b8aeb29b-6c42-38da-a179-12e1fdb97ad3,APDAYC ID,1041869,2021-09-02 15:32:19.486365
b8aeb29b-6c42-38da-a179-12e1fdb97ad3,BUMA/STEMRA ID,W-005970478,2021-09-02 15:32:19.486365
b8aeb29b-6c42-38da-a179-12e1fdb97ad3,COMPASS ID,9159434,2021-09-02 15:32:19.486365
b8aeb29b-6c42-38da-a179-12e1fdb97ad3,ECAD ID,3879804,2021-09-02 15:32:19.486365
b8aeb29b-6c42-38da-a179-12e1fdb97ad3,SABAM ID,288280250,2021-09-02 15:32:19.486365
b8aeb29b-6c42-38da-a179-12e1fdb97ad3,SACEM ID,68 115 490 11,2021-09-02 15:32:19.486365
b8aeb29b-6c42-38da-a179-12e1fdb97ad3,SACM ID,194208465,2021-09-02 15:32:19.486365
b8aeb29b-6c42-38da-a179-12e1fdb97ad3,SACVEN ID,2315663,2021-09-02 15:32:19.486365
b8aeb29b-6c42-38da-a179-12e1fdb97ad3,SADAIC ID,217016,2021-09-02 15:32:19.486365
b8aeb29b-6c42-38da-a179-12e1fdb97ad3,SAYCE ID,3262707,2021-09-02 15:32:19.486365
b8aeb29b-6c42-38da-a179-12e1fdb97ad3,SAYCO ID,3262707,2021-09-02 15:32:19.486365
b8aeb29b-6c42-38da-a179-12e1fdb97ad3,SIAE ID,67100574200,2021-09-02 15:32:19.486365
b8aeb29b-6c42-38da-a179-12e1fdb97ad3,SOCAN ID,12199561,2021-09-02 15:32:19.486365
b8aeb29b-6c42-38da-a179-12e1fdb97ad3,ACAM ID,4032639,2021-09-02 15:32:19.486365
b8aeb29b-6c42-38da-a179-12e1fdb97ad3,AKM ID,4706801,2021-09-02 15:32:19.486365
b8aeb29b-6c42-38da-a179-12e1fdb97ad3,APRA ID,GW02060828,2021-09-02 15:32:19.486365
b8aeb29b-6c42-38da-a179-12e1fdb97ad3,GEMA ID,13283314-001,2021-09-02 15:32:19.486365
b8aeb29b-6c42-38da-a179-12e1fdb97ad3,PRS tune code,21716AP,2021-09-02 15:32:19.486365
b8aeb29b-6c42-38da-a179-12e1fdb97ad3,SGAE ID,14.364.856,2021-09-02 15:32:19.486365
b8aeb29b-6c42-38da-a179-12e1fdb97ad3,SPA ID,10274,2021-09-02 15:32:19.486365
b8aeb29b-6c42-38da-a179-12e1fdb97ad3,SUISA ID,000026 086 23,2021-09-02 15:32:19.486365
31cf2427-db03-36d4-9525-ef48de8ef85e,BMI ID,747974,2021-09-02 15:32:19.486365
5019006b-a060-4797-95d0-decc43d963b4,BMI ID,49941,2021-09-02 15:32:19.486365
0451fe25-8da4-4a81-bf69-7b4fdca83bda,ASCAP ID,350053800,2021-09-02 15:32:19.486365
04f94773-c194-3ff1-8c04-151dc1e95a75,SUISA ID,500865279,2021-09-02 15:32:19.486365
04f94773-c194-3ff1-8c04-151dc1e95a75,SPA ID,532575,2021-09-02 15:32:19.486365
04f94773-c194-3ff1-8c04-151dc1e95a75,SOCAN ID,20764055,2021-09-02 15:32:19.486365
04f94773-c194-3ff1-8c04-151dc1e95a75,SIAE ID,96146038900,2021-09-02 15:32:19.486365
04f94773-c194-3ff1-8c04-151dc1e95a75,SGAE ID,3112178,2021-09-02 15:32:19.486365
04f94773-c194-3ff1-8c04-151dc1e95a75,SAYCO ID,654580084,2021-09-02 15:32:19.486365
04f94773-c194-3ff1-8c04-151dc1e95a75,SAYCE ID,654580065,2021-09-02 15:32:19.486365
04f94773-c194-3ff1-8c04-151dc1e95a75,SADAIC ID,751912061,2021-09-02 15:32:19.486365
04f94773-c194-3ff1-8c04-151dc1e95a75,SABAM ID,446054800,2021-09-02 15:32:19.486365
04f94773-c194-3ff1-8c04-151dc1e95a75,PRS tune code,021952KW,2021-09-02 15:32:19.486365
04f94773-c194-3ff1-8c04-151dc1e95a75,JASRAC ID,0G285761,2021-09-02 15:32:19.486365
04f94773-c194-3ff1-8c04-151dc1e95a75,GEMA ID,3914587-001,2021-09-02 15:32:19.486365
04f94773-c194-3ff1-8c04-151dc1e95a75,ECAD ID,6596378,2021-09-02 15:32:19.486365
04f94773-c194-3ff1-8c04-151dc1e95a75,COMPASS ID,2619719,2021-09-02 15:32:19.486365
04f94773-c194-3ff1-8c04-151dc1e95a75,BUMA/STEMRA ID,W-001586543,2021-09-02 15:32:19.486365
04f94773-c194-3ff1-8c04-151dc1e95a75,BMI ID,002158767,2021-09-02 15:32:19.486365
04f94773-c194-3ff1-8c04-151dc1e95a75,ASCAP ID,00000360333220,2021-09-02 15:32:19.486365
04f94773-c194-3ff1-8c04-151dc1e95a75,APRA ID,GW10921012,2021-09-02 15:32:19.486365
04f94773-c194-3ff1-8c04-151dc1e95a75,APDAYC ID,2791608007,2021-09-02 15:32:19.486365
04f94773-c194-3ff1-8c04-151dc1e95a75,APA ID,3943281015,2021-09-02 15:32:19.486365
04f94773-c194-3ff1-8c04-151dc1e95a75,AMRA ID,AWK177583,2021-09-02 15:32:19.486365
04f94773-c194-3ff1-8c04-151dc1e95a75,AKM ID,250996401,2021-09-02 15:32:19.486365
b4b29247-0b03-3433-befe-efed79ea7d7f,GEMA ID,1342799-011,2021-09-02 15:32:19.486365
b4b29247-0b03-3433-befe-efed79ea7d7f,AKM ID,121546701,2021-09-02 15:32:19.486365
c84e350d-caaa-4ca3-86f7-7d1228b4b578,ASCAP ID,491059440,2021-09-02 15:32:19.486365
607a5433-5a20-4e71-97e2-4a01bbc3b787,BMI ID,1250601,2021-09-02 15:32:19.486365
84bf2ec7-e830-4d0d-9cab-92e8a87b0000,GEMA ID,2731985-006,2021-09-02 15:32:19.486365
84bf2ec7-e830-4d0d-9cab-92e8a87b0000,ASCAP ID,340330636,2021-09-02 15:32:19.486365
84bf2ec7-e830-4d0d-9cab-92e8a87b0000,JASRAC ID,0A4-0619-1,2021-09-02 15:32:19.486365
84bf2ec7-e830-4d0d-9cab-92e8a87b0000,BMI ID,2050190,2021-09-02 15:32:19.486365
84bf2ec7-e830-4d0d-9cab-92e8a87b0000,SOCAN ID,20102656,2021-09-02 15:32:19.486365
586cde5e-aacd-3f30-b4d4-2003f74646ac,SUISA ID,001402 212 40,2021-09-02 15:32:19.486365
586cde5e-aacd-3f30-b4d4-2003f74646ac,SPA ID,184895,2021-09-02 15:32:19.486365
586cde5e-aacd-3f30-b4d4-2003f74646ac,SIAE ID,85119054500,2021-09-02 15:32:19.486365
586cde5e-aacd-3f30-b4d4-2003f74646ac,SGAE ID,737.257,2021-09-02 15:32:19.486365
586cde5e-aacd-3f30-b4d4-2003f74646ac,SAYCO ID,709101,2021-09-02 15:32:19.486365
586cde5e-aacd-3f30-b4d4-2003f74646ac,SAYCE ID,709101,2021-09-02 15:32:19.486365
586cde5e-aacd-3f30-b4d4-2003f74646ac,SADAIC ID,691238,2021-09-02 15:32:19.486365
586cde5e-aacd-3f30-b4d4-2003f74646ac,SACM ID,060892666,2021-09-02 15:32:19.486365
586cde5e-aacd-3f30-b4d4-2003f74646ac,SABAM ID,146046900,2021-09-02 15:32:19.486365
586cde5e-aacd-3f30-b4d4-2003f74646ac,PRS tune code,946366R,2021-09-02 15:32:19.486365
586cde5e-aacd-3f30-b4d4-2003f74646ac,JASRAC ID,0P1-9851-5,2021-09-02 15:32:19.486365
586cde5e-aacd-3f30-b4d4-2003f74646ac,GEMA ID,1713974-001,2021-09-02 15:32:19.486365
586cde5e-aacd-3f30-b4d4-2003f74646ac,ECAD ID,14551771,2021-09-02 15:32:19.486365
586cde5e-aacd-3f30-b4d4-2003f74646ac,COMPASS ID,2543057,2021-09-02 15:32:19.486365
586cde5e-aacd-3f30-b4d4-2003f74646ac,BUMA/STEMRA ID,W-000089942,2021-09-02 15:32:19.486365
586cde5e-aacd-3f30-b4d4-2003f74646ac,BMI ID,1195834,2021-09-02 15:32:19.486365
586cde5e-aacd-3f30-b4d4-2003f74646ac,APRA ID,GW00021844,2021-09-02 15:32:19.486365
586cde5e-aacd-3f30-b4d4-2003f74646ac,APDAYC ID,9245546,2021-09-02 15:32:19.486365
586cde5e-aacd-3f30-b4d4-2003f74646ac,APA ID,5097928,2021-09-02 15:32:19.486365
586cde5e-aacd-3f30-b4d4-2003f74646ac,AKM ID,108295901,2021-09-02 15:32:19.486365
586cde5e-aacd-3f30-b4d4-2003f74646ac,AGADU ID,6354409,2021-09-02 15:32:19.486365
dfab2ed2-8efd-3cc0-bc9b-775433cdeb34,SUISA ID,003705 545 62,2021-09-02 15:32:19.486365
dfab2ed2-8efd-3cc0-bc9b-775433cdeb34,SPA ID,4283,2021-09-02 15:32:19.486365
